Cod Art,Cod Unico Art,Desc Art,Desc Marca Art,Desc Familia Art,Cod Barra Art
81074,R-00081074-G,AFE-R5150+CORBARPG155MOD,REMINGTON,AFEITADORAS,7798113130259;
81068,R-00080164-G,"LG A271 PROMO L3""",LG,CELULARES LIBRES,
81067,R-00076955-G,ALCATEL OT-208 GRI COMBO,ALCATEL,CELULARES LIBRES,
81066,R-00067221-G,ALCATEL OT-208 LIB COMBO,ALCATEL,CELULARES LIBRES,
81065,R-00064405-G,ALCATEL OT-710 NEG COMBO,ALCATEL,CELULARES LIBRES,
81060,R-00080141-G,ALCATEL OT-710 BCO COMBO,ALCATEL,CELULARES LIBRES,
81057,R-00081057-G,CAF EXP PV1000AR+TAZA MOD,MOULINEX,CAFETERAS (EXPRESS),7798122111225;2946
81055,R-00073004-G,ASP-RO1733X1 1800W MOD,ROWENTA,ASPIRADORAS,
81054,R-00073005-G,ASP-RO1755X1 1800W MOD,ROWENTA,ASPIRADORAS,
81051,R-00081051-G,SAMS GALAX MUS S6010 AMA,SAMSUNG,CELULARES LIBRES,8806085439917;
81050,R-00081050-G,SAMS GALAX MUS S6010 BCO,SAMSUNG,CELULARES LIBRES,8806085418660;
8105,Sin Codigo Unico,AURICULAR MULTIMEDIA,GTC,AURICULARES,
81049,R-00081049-G,SAMS GALAX MUS S6010 AZ,SAMSUNG,CELULARES LIBRES,8806085418097;
81034,R-00081034-G,SAM GALA POCS5301 BCOTDF,SAMSUNG,CELULARES LIBRES,8806085450431
81033,R-00081033-G,SAM GALA POCS5301 NG TDF,SAMSUNG,CELULARES LIBRES,8806085423916
81032,R-00081032-G,ANTENA TV DIGITAL TV931AR,ACOUSTIC  RESEARCH,ANTENAS,079000328162;07900
8101,Sin Codigo Unico,CART C T0311 STY 880 MOD,EPSON,CARTUCHOS,
8100,Sin Codigo Unico,CART N T9311 STY 880 MOD,EPSON,CARTUCHOS,
80978,R-00078010-G,MOD PROMO CDIG ST66 R+TAB,SAMSUNG,CAMARAS DIGITALES,
80977,R-00078009-G,MOD PROMO CDIG ST66 SIL,SAMSUNG,CAMARAS DIGITALES,
80976,R-00078007-G,MOD PROMO CDIG ST66 BLACK,SAMSUNG,CAMARAS DIGITALES,
80965,R-00080965-G,CAF-ELEC FG3408 MOD,MOULINEX,CAFETERAS (ELECTRIC),3016661142130
80958,R-00080958-G,AFE SERIES 170S1MOD,BRAUN,AFEITADORAS,4210201037415;
80957,R-00074062-G,AFE SERIES 340S4MOD,BRAUN,AFEITADORAS,
80956,R-00074061-G,AFE SERIES 380S4MOD,BRAUN,AFEITADORAS,
80955,R-00080955-G,AFE-SERIES 5030S MOD,BRAUN,AFEITADORAS,
80883,R-00080883-G,SIN-7 SOLIDS EARPHONE BLU,MAXELL,AURICULARES,025215491429;
80882,R-00080882-G,SIN-7 SOLIDS EARPHONE GRN,MAXELL,AURICULARES,025215491412;
80881,R-00080881-G,MOD SIN-7 SOLIDS EARPHONE,MAXELL,AURICULARES,
80879,R-00080879-G,SIN-7 SOLIDS EARPHONE ORG,MAXELL,AURICULARES,025215491290;
80878,R-00080878-G,SIN-7 SOLIDS EARPHONE BLK,MAXELL,AURICULARES,025215491450;
80877,R-00080877-G,SIN-7 SOLIDS EARPHONE WHT,MAXELL,AURICULARES,025215491443;
80876,R-00080876-G,SIN-7 SOLIDS EARPHONE PNK,MAXELL,AURICULARES,025215491436;
80874,R-00080874-G,SAFESOUNDS HEADPHONE BOY,MAXELL,AURICULARES,025215194597;
80873,R-00080873-G,SAFESOUNDS HEADPHONE GIRL,MAXELL,AURICULARES,025215194580;
80871,R-00080871-G,CART C9512FL 92 BLK (I),HP,CARTUCHOS,2946140030553
8085,Sin Codigo Unico,C.DIG. COOLCAM MOD,COOLCAM,CAMARAS DIGITALES,
80849,R-00045500-C,CART 122 BLACK CH561HL (I,HP,CARTUCHOS,884962983546
80848,R-00080848-G,SAM GALA POCKS5301 BCOTC,SAMSUNG,CELULARES LIBRES,8806085667129
80847,R-00080847-G,SAMS GALA POCKS5301 ROSTC,SAMSUNG,CELULARES LIBRES,8806085667105
80846,R-00080846-G,SAM GALA POCS5301 NG TC,SAMSUNG,CELULARES LIBRES,8806085667112
80833,R-00080833-G,C.DIG GC-XA1 ADIXXION,JVC,CAMARAS DIGITALES,4975769404504;
80817,R-00080817-G,CLEARCHAT COMFO USB H390I,LOGITECH,AURICULARES,2946140040590;
80815,R-00080815-G,STEREO HEADSET H150 (I),LOGITECH,AURICULARES GAMING,2946140040583;
80814,R-00080814-G,STEREO HEADSET H110,LOGITECH,AURICULARES GAMING,2946140040576
80803,R-00080803-G,HUAWEI U8815 G300 GRI LIB,HUAWEI,CELULARES LIBRES,7796886051078;
80802,R-00080802-G,HUAWEI U8815 G300 NEG LIB,HUAWEI,CELULARES LIBRES,7796886051061;
80797,R-00080797-G,CART (15) C6615NL BKC (I),HP,CARTUCHOS,2946140040064
80795,R-00080795-G,SONY XPERIA S BCO LIBRE,SONY,CELULARES LIBRES,7311271408550;
80754,R-00080754-G,AUTOESTER CSP5307 MOD,PHILCO,AUTOSTEREO (C/RADIO),7796962105305;
80744,R-00067221-G,ALCATEL OT208 NEG LIB 2X1,ALCATEL,CELULARES LIBRES,
80743,R-00076955-G,ALCATEL OT208 GRI LIB 2X1,ALCATEL,CELULARES LIBRES,
80742,R-00075092-G,NOKIA N100 AZU LIB 2X1,NOKIA,CELULARES LIBRES,
80741,R-00075091-G,NOKIA N100 ROJ LIB 2X1,NOKIA,CELULARES LIBRES,
80740,R-00073089-G,NOKIA N100 NEG LIB 2X1,NOKIA,CELULARES LIBRES,
80739,R-00076951-G,SAMS E1205 NEG LIB 2X1,SAMSUNG,CELULARES LIBRES,
80738,R-00076803-G,SAMS E1205 AZU LIB 2X1,SAMSUNG,CELULARES LIBRES,
80737,R-00076804-G,SAMS E1205 BCO LIB 2X1,SAMSUNG,CELULARES LIBRES,
80735,R-00080735-G,AURICULAR SE-M290,PIONEER,AURICULARES,4977729885088;
80726,R-00078252-G,SAMS E1260 BCO TC PROMO,SAMSUNG,CELULARES LIBRES,
80725,R-00078253-G,SAMS E1260 NEG TC PROMO,SAMSUNG,CELULARES LIBRES,
80704,R-00080704-G,MOD PIONEER DEH4550BT,PIONEER,AUTOSTEREO (C/RADIO),884938177788;
80666,R-00080666-G,CAMERA CONTOUR ROAM 2 BLK,CONTOUR,CAMARAS DIG IPOINT,2946140039297
80665,R-00080665-G,CAMERA CONTOUR +2 BLK,CONTOUR,CAMARAS DIG IPOINT,2946140039280
80661,R-00045556-C,SAMS B5330 NEG LIB TDF,SAMSUNG,CELULARES LIBRES,8806085336681
80658,R-00080658-G,SAMS E2220 ROJ LIBRE TDF,SAMSUNG,CELULARES LIBRES,8806085117198;
80657,R-00080657-G,SAMS E2220 NEG LIBRE TDF,SAMSUNG,CELULARES LIBRES,8806071669816;
80624,R-00080624-G,HEL.CAV ST28 ACERO,VONDOM,CAVAS,7798175210395
80623,R-00080623-G,HEL.CAV ST18 ACERO,VONDOM,CAVAS,7798175210388
80622,R-00080622-G,HEL.CAV ST12 ACERO,VONDOM,CAVAS,7798175210371
80621,R-00080621-G,HEL.CAV T6 ACERO,VONDOM,CAVAS,7798175210326
80620,R-00080620-G,HEL.CAV T28 NEGRA,VONDOM,CAVAS,7798175210319
80619,R-00080619-G,HEL.CAV T18 NEGRA,VONDOM,CAVAS,7798175210302
80618,R-00080618-G,HEL.CAV T12 NEGRA,VONDOM,CAVAS,7798175210401
80587,R-00080580-G,CAR CHARGER U20 (PHONE),SAMSUNG,CARGADORES CELULARES,
80586,R-00080579-G,WIRED HEADSET EHS64 (S3),SAMSUNG,AURICULARES CELULARE,
80585,R-00080578-G,WIRED HEADSET EHS62,SAMSUNG,AURICULARES,8806071616384
80580,R-00080580-G,CAR CHARGER U20 (PHONE),SAMSUNG,CARGADOR,8808993611577;
80579,R-00080579-G,WIRED HEADSET EHS64 (S3),SAMSUNG,AURICULAR,8806071442532
80578,R-00080578-G,AUR. WIRED HEADSET EHS62,SAMSUNG,AURICULAR,8806071616384;
80568,R-00080568-G,BAT-MAN AB660 300WMODMOD,LILIANA,BATIDORAS (MANUAL),7793862006411;
80562,R-00080562-G,AURICULAR SE-MJ511K,PIONEER,AURICULARES,4988028158377;
80561,R-00080561-G,AURICULAR SE-MJ511HP,PIONEER,AURICULARES,4988028158360;2946
80560,R-00045025-C,AURICULAR SE-CLO7H,PIONEER,AURICULARES,
80559,R-00045506-C,AURICULAR SE-CL07K,PIONEER,AURICULARES,
80542,R-00080542-G,HTC WILDFIRE S510A NG LIB,HTC,CELULARES LIBRES,7798157570714;
80536,R-00068643-G,CAF EXP XSMALLHD8745/23,SAECO,CAFETERAS (EXPRESS),
80530,R-00070170-G,CAF EXP PV5006CIRCO+KIT-C,MOULINEX,CAFETERAS (EXPRESS),
80529,Sin Codigo Unico,CAF EXP XSMALLHD8745/23-C,PHILIPS,CAFETERAS (EXPRESS),
80528,R-00080094-G,CAF EXP PV220858MELONEG-C,MOULINEX,CAFETERAS (EXPRESS),
80527,R-00080095-G,CAF EXP PV220558MELOROJ-C,MOULINEX,CAFETERAS (EXPRESS),
80526,R-00051610-G,CAF ELEC HD7448 -C,PHILIPS,CAFETERAS (ELECTRIC),
80525,R-00068642-G,CAF ELEC SENSHD7811/68N-C,PHILIPS,CAFETERAS (ELECTRIC),
80524,R-00068641-G,CAF ELEC SENSHD7811/98R-C,PHILIPS,CAFETERAS (ELECTRIC),
80523,R-00078757-G,AFE AT751/14 AQUATOUCH-C,PHILIPS,AFEITADORAS,
80521,Sin Codigo Unico,CAF ELEC SENSEOHD7854/88,PHILIPS,CAFETERAS (ELECTRIC),
80520,R-00075639-G,CAF ELEC SENSEHD7854/88-C,PHILIPS,CAFETERAS (ELECTRIC),
80519,R-00078756-G,AFE AT891/14 AQUATOUCH -C,PHILIPS,AFEITADORAS,
80518,R-00080112-G,AFE HQ6996/16 -C,PHILIPS,AFEITADORAS,
80514,R-00077890-G,AA.S    5100WFC AQ18EWDA,SAMSUNG,ACOND.SPLIT,8806085168299
80490,R-00080490-G,CART HP 60 COL (I)CC643WL,HP,CARTUCHOS,2946140036685
80472,R-00078493-G,C.DIG D3100 IPOINT,NIKON,CAMARAS DIG IPOINT,
80471,R-00078494-G,C.DIG D5100 IPOINT,NIKON,CAMARAS DIG IPOINT,
80470,R-00078403-G,C.DIG P510 IPOINT,NIKON,CAMARAS DIG IPOINT,
80445,R-00080445-G,CAF EXP BVSTEM6601COOP,OSTER,CAFETERAS (EXPRESS),034264454019;
80439,R-00080439-G,CAR T133420-AL AMARIL(I),EPSON,CARTUCHOS,2946140036043
80438,R-00080438-G,AUR.SHP2000/10,PHILIPS,AURICULARES,6923410706840;
80437,R-00080437-G,AUR.SHL3000PP/00,PHILIPS,AURICULARES,6923410716061;
80436,R-00080436-G,AUR.SHL3000WT/00,PHILIPS,AURICULARES,6923410715866;
80435,R-00080435-G,AUR.SHL3000/00,PHILIPS,AURICULARES,6923410715873
80434,R-00080434-G,AUR.SHB9100/00,PHILIPS,AURICULARES,6923410710250;
80429,R-00080429-G,CAL.TN  14GE 315KHO CORRE,ORBIS,CALEFONES TN,7797037802730
80426,R-00080426-G,AA.S    6300WFC EXS63WCL4,ELECTROLUX,ACOND.SPLIT,7796885439167;7796
80425,R-00080425-G,AA.S    5300WFC EXS53WCL4,ELECTROLUX,ACOND.SPLIT,7796885439136
80423,R-00080423-G,AA.S    3500WFC EXS35WCL4,ELECTROLUX,ACOND.SPLIT,7796885439112
80421,R-00080421-G,AA.S    2600WFC EXS26WCL4,ELECTROLUX,ACOND.SPLIT,7796885439099
80398,R-00080398-G,MOTO MILESTONE 3 LIBRE,MOTOROLA,CELULARES LIBRES,7796885750927
80387,R-00044620-C,AURICULAR M1/00 FIDELIO,PHILIPS,AURICULARES,
80386,R-00076499-G,O'NEILL SHO9565BK/10 AURI,PHILIPS,AURICULARES IPOINT,
80385,R-00042867-C,O'NEILL SHO9567GN/10,PHILIPS,AURICULARES IPOINT,
80384,R-00044622-C,O`NEILL SHO7205WT/10,PHILIPS,AURICULARES IPOINT,
80383,R-00044621-C,O`NEILL SHO7205BK/10,PHILIPS,AURICULARES IPOINT,
80382,R-00078467-G,FIDELIO L1/00 AURICULAR,PHILIPS,AURICULARES IPOINT,
80381,R-00080381-G,SAMS NOTE N7000 ROS LIBRE,SAMSUNG,CELULARES LIBRES,8806085194335;
80380,R-00041855-C,SAMS NOTE N7000 BCO LIBRE,SAMSUNG,CELULARES LIBRES,
80378,R-00080378-G,SAMS GAL S3 MI I8190 AZ,SAMSUNG,CELULARES LIBRES,8806085418837;
80377,R-00080377-G,SAMS GAL S3 MI I8190 BCO,SAMSUNG,CELULARES LIBRES,8806085418844
80376,R-00080373-G,HEADSET BT HS6000 LOCAL,SAMSUNG,AURICULARES,8806085204294
80374,Sin Codigo Unico,HEADSET BT HS6000 (L),SAMSUNG,AURICULARES,
80373,R-00080373-G,HEADSET BT HS6000,SAMSUNG,AURICULAR,8806085204294
80370,R-00075351-G,AURICULAR BT HS6000 (L),SAMSUNG,AURICULARES,
80365,R-00080365-G,CART 670XL YEL CZ120AL(I),HP,CARTUCHOS,2946140035138
80363,R-00080363-G,CART 670XL MAG CZ119AL(I),HP,CARTUCHOS,2946140035121
80362,R-00080362-G,CART 670XL CYAN Z118AL(I),HP,CARTUCHOS,2946140035114
80360,R-00080360-G,CART 670XL BLK CZ117AL(I),HP,CARTUCHOS,2946140035107
80351,R-00080351-G,BATTERY PACK 9000 MAH P/T,SAMSUNG,CARGADOR,8806085268128;
80350,R-00075351-G,HEADSET BT HS6000,SAMSUNG,AURICULAR,
80336,R-00080336-G,CART 670 CYAN CZ114AL(I),HP,CARTUCHOS,2946140035084
80335,R-00080335-G,CART 662 BLACK CZ103AL(I),HP,CARTUCHOS,2946140035077
80330,R-00080330-G,AA.S-   2500WFCNOS25H52MO,NOBLEX,ACOND.SPLIT,7796962422549;7796
80327,R-00080327-G,PACK HD3000+LX3000,MICROSOFT,AURICULARES,2946140031093;
80296,R-00080250-G,PROMO CART HP122 BLACK,HP,CARTUCHOS,
80295,R-00080250-G,PROMO CART HP122 BLACK,HP,CARTUCHOS,
80289,R-00080289-G,CART  662 TRI CZ104AL(I),HP,CARTUCHOS,2946140034827
80280,R-00080280-G,MOD C.DIG ST77 BLACK (I),SAMSUNG,CAMARAS DIGITALES,2946140038986;
80267,R-00080267-G,CART 670 MAGEN CZ115AL(I),HP,CARTUCHOS,2946140027904
80266,R-00080266-G,CART HP88 MAG C9387AL (I),HP,CARTUCHOS,2946140013006
80265,R-00080265-G,CART HP88 XL C9396AL (I),HP,CARTUCHOS,2946140013013
80264,R-00080264-G,CART HP940 C4904AL MAG (I,HP,CARTUCHOS,2946140112839
80263,R-00080263-G,CART 940XL YEL C4909AL (I,HP,CARTUCHOS,2946140012924
80261,R-00080261-G,CART HP940 C4905AL AMA (I,HP,CARTUCHOS,2946140012894
80260,R-00080260-G,CART 662XL TRI CZ106AL(I),HP,CARTUCHOS,2946140027874
80259,R-00080259-G,CART (28) C8728AL COL (I),HP,CARTUCHOS,2946140012948
80258,R-00080258-G,CART 564 CB317WL BLK PHOT,HP,CARTUCHOS,2946140013143
80257,R-00080257-G,CART HP122XL BLACK(I),HP,CARTUCHOS,2946140013082
80256,R-00045527-C,BOTELLA EPSON T673420-AL,EPSON,CARTUCHOS,
80255,R-00045526-C,BOTELLA EPSON T673320-AL,EPSON,CARTUCHOS,
80254,R-00045525-C,BOTELLA EPSON T673220-AL,EPSON,CARTUCHOS,
80253,R-00045524-C,BOTELLA EPSON T673120-AL,EPSON,CARTUCHOS,
80250,R-00080250-G,CART HP122 BLACK (I),HP,CARTUCHOS,2946140005353
80245,R-00080245-G,CART HP122 TRI COLOR(I),HP,CARTUCHOS,2946140027966
80244,R-00080244-G,CART 564 CB318WL CYAN (I),HP,CARTUCHOS,2946140013037
80243,R-00080243-G,CART CIAN CB318 #564(I),HP,CARTUCHOS,
80242,R-00080242-G,ANAFE    5H FHM 705 GAS,SPAR FRANKE,ANAFE,7790672660000
80239,R-00080239-G,ANAFE  A60X-FS GAS,SPAR FRANKE,ANAFE,7797075012504;
80234,R-00080234-G,SAMS NOTE 2 N7100 GRI LIB,SAMSUNG,CELULARES LIBRES,8806085326279;
80211,R-00068395-G,AFE SERIES 720S4 -C,BRAUN,AFEITADORAS,
80210,R-00074061-G,AFE SERIES 380S4 -C,BRAUN,AFEITADORAS,
80209,R-00074062-G,AFE SERIES 340S4 -C,BRAUN,AFEITADORAS,
80207,R-00074065-G,AFE CRUZER 5F -C,BRAUN,AFEITADORAS,
80206,R-00074064-G,AFE SERIES 190S1 -C,BRAUN,AFEITADORAS,
80190,R-00080190-G,CAR 940XL CYAN C4907AL (I,HP,CARTUCHOS,2946140012917
80189,R-00080189-G,CART HP02 C8771WL CYAN (I,HP,CARTUCHOS,2946140012955
80188,R-00080188-G,CART HP02 C8772WL MAG (I),HP,CARTUCHOS,2946140012962
80187,R-00080187-G,CAR HP940XL BLK C4906AL(I,HP,CARTUCHOS,2946140012900
80186,R-00080186-G,CART TWINPACK 92 BLK (I),EPSON,CARTUCHOS,
80185,R-00080185-G,CART CB338WL XL75 COL(I),HP,CARTUCHOS,2946140013075
80184,R-00080184-G,CART C9352CL XL 22 CLR,HP,CARTUCHOS,2946140012986
80183,R-00080183-G,CART CB336WL XL74 BLCK(I),HP,CARTUCHOS,
80182,R-00080182-G,CART C9351CL XL 21 BLK(I),HP,CARTUCHOS,2946140012979
80181,R-00080181-G,CART 564 CB316WL BLK (I),HP,CARTUCHOS,2946140013020
80180,R-00080180-G,CART (21) C9351AL BLK (I),HP,CARTUCHOS,2946140017011
80179,R-00080179-G,CART 564 CB319WL MAG (I),HP,CARTUCHOS,2946140013044
80172,R-00080172-G,CART CC641WL XL 60 BLK(I),HP,CARTUCHOS,2946140013136
80171,R-00080171-G,CART 564 CB320WL AMA (I),HP,CARTUCHOS,2946140013051
80168,R-00080168-G,AFE-RQ1250/16 MOD,PHILIPS,AFEITADORAS,8710103602484;
80167,R-00061069-G,AFE-RQ1150/16 MOD,PHILIPS,AFEITADORAS,
80165,R-00080165-G,LG OPTIM P778 L9 NEG LIB,LG,CELULARES LIBRES,7798083387974;
80164,R-00080164-G,LG A271 NEGRO LIBRE,LG,CELULARES LIBRES,7798083388032;
80144,R-00077937-G,MOD PROMO C245 57312280,LENOVO,ALL IN ONE,
80141,R-00080141-G,ALCATEL OT-710 BCO LIBRE,ALCATEL,CELULARES LIBRES,7796923257111;
80138,R-00080138-G,CART T073120 AL (73)(I),EPSON,CARTUCHOS,2946140033639
80137,R-00080137-G,CART T073220-AL (73)(I),EPSON,CARTUCHOS,2946140033622
80127,R-00080127-G,CART 662XL BLK CZ105AL(I),HP,CARTUCHOS,2946140033158
80126,R-00080126-G,CART 670 YELL CZ116AL(I),HP,CARTUCHOS,2946140033134
80113,R-00080113-G,AFE-SMARTSHAVER PQ222 MOD,PHILIPS,AFEITADORAS,8710103599814;
80112,R-00080112-G,AFE-HQ6996/16 MOD,PHILIPS,AFEITADORAS,8710103596882;
80111,R-00080111-G,AFE-HQ6946/16 MOD,PHILIPS,AFEITADORAS,8710103596868;
80107,R-00080107-G,MOD C.DIG WX100 SIL (I),SONY,CAMARAS DIGITALES,2946140033257;
80106,R-00080106-G,MOD C.DIG WX50 BCK (I),SONY,CAMARAS DIGITALES,2946140033240;
80105,R-00080105-G,CART HP122XL TRI COLOR(I),HP,CARTUCHOS,2946140013099
80104,R-00080104-G,SAMS E2220 ROJ LIBRE TC,SAMSUNG,CELULARES LIBRES,8806085387638;
80095,R-00080095-G,CAF-EXP PV220558MELROJ MO,MOULINEX,CAFETERAS (EXPRESS),3016661141737;
80094,R-00080094-G,CAF-EXP PV220858MELONEG M,MOULINEX,CAFETERAS (EXPRESS),3016661141744;
80085,R-00079073-G,AIO PROMO BTSWEB C240,LENOVO,ALL IN ONE,
80084,R-00080084-G,REFLEX ON EAR BLK/ORAN(I),INCASE,AURICULARES IPOINT,
80083,R-00080083-G,AROUND THE EAR AE2I,BOSE,AURICULARES IPOINT,
80080,R-00080080-G,MOD C.DIG S01 RED (I),NIKON,CAMARAS DIGITALES,2946140032403;
80076,R-00080076-G,SPORTSBAND BTH RED SB2TR,JAYBIRD,AURICULARES IPOINT,2946140032342;
8003,R-00008003-C,FILM TERMICO PC402 560/80,BROTHER,CARTUCHOS,
80029,R-00078239-G,AUR SONY PROMO  MDR-NC8 N,SONY,AURICULARES,
80028,R-00078240-G,AUR SONY PROMO  MDR-NC8 B,SONY,AURICULARES,
80027,R-00043682-C,PROMO RIO AIO C245 310408,LENOVO,ALL IN ONE,
80011,R-00080011-G,AUTOESTER DXT1569UB MOD,PIONEER,AUTOSTEREO (C/RADIO),884938186605;
80010,R-00080010-G,MOD PIONEER MVH355BT,PIONEER,AUTOSTEREO (C/RADIO),884938180894;
80009,R-00080009-G,AUTOESTER DEHX3550UI MOD,PIONEER,AUTOSTEREO (C/RADIO),884938177047;
80008,R-00080008-G,MOD PIONEER DEH1550UB,PIONEER,AUTOSTEREO (C/RADIO),884938177238;
79968,R-00079968-G,TIRAJE EXT CORTO 2.5/4.0,COVENTRY,CALEFACTOR(ACCESORI),7798140601623;
79967,R-00079967-G,TIRAJE EXT LARGO 5.5,COVENTRY,CALEFACTOR(ACCESORI),2946140048718;
79957,R-00079957-G,MOD C.DIG S6300 BLACK (I),NIKON,CAMARAS DIGITALES,2946140031598
79937,R-00079937-G,BAL-COC BC7200E MOD,ATMA,BALANZAS (P/COCINA),7796962822004;
79936,R-00079936-G,BAL-COC BC7100/03E MOD,ATMA,BALANZAS (P/COCINA),2946140032014;
79935,R-00079935-G,BAL-BANO BA847E MOD,ATMA,BALANZAS (P/BAÑO),7796962818472;
79934,R-00079934-G,MOD C.DIG S2600 PURP (I),NIKON,CAMARAS DIGITALES,2946140031567;
79933,R-00079933-G,MOD C.DIG S2600 BLACK (I),NIKON,CAMARAS DIGITALES,2946140031550;
79916,R-00079073-G,PROMO COMP.AIO C240 2288,LENOVO,ALL IN ONE,
79906,R-00079906-G,MOTO XT615 BCO LIB,MOTOROLA,CELULARES LIBRES,7790894000400;
79905,R-00079905-G,MOTO XT615 LICORICE LIB,MOTOROLA,CELULARES LIBRES,7790894000394;7790
79898,R-00079898-G,SAMS GALAX S2 BCO LIB,SAMSUNG,CELULARES LIBRES,8806071742625;
79897,R-00079897-G,SAMS C3300 NG LIBRE TDF,SAMSUNG,CELULARES LIBRES,8806071870809
79884,R-00079884-G,SAMS B5330 BCO LIB TDF,SAMSUNG,CELULARES LIBRES,8806085197169
79871,R-00079871-G,AFE-HQ6906/16 MOD,PHILIPS,AFEITADORAS,8710103596851;
79870,R-00079870-G,CAF-EXP UPACK CRE WHI MOD,NESPRESSO,CAFETERAS (EXPRESS),7640156770216
79868,R-00079868-G,CAF-EXP UPACK PURE GREY M,NESPRESSO,CAFETERAS (EXPRESS),7640156770209;
79854,R-00079450-G,AA.S    3500WFC ELS32H52,ELECTROLUX,ACOND.SPLIT,
79849,R-00079849-G,ASP-CFS5161 1600WMOD,CANDY,ASPIRADORAS,2946140031338;
79827,R-00076803-G,SAMS E1205 AZU PROMO,SAMSUNG,CELULARES LIBRES,
79826,R-00072821-G,SAMS E1195 ROJ PROM,SAMSUNG,CELULARES LIBRES,
79825,R-00072820-G,SAMS E1195 AZU PROMO,SAMSUNG,CELULARES LIBRES,
79824,R-00076804-G,SAMS E1205 BCO PROMO,SAMSUNG,CELULARES LIBRES,
79823,R-00076951-G,SAMS E1205 NEG PROMO,SAMSUNG,CELULARES LIBRES,
79822,R-00072819-G,SAMS E1195 GRI PROMO,SAMSUNG,CELULARES LIBRES,
79821,R-00073089-G,NOKIA N100 NEG PROMOCION,NOKIA,CELULARES LIBRES,
7982,Sin Codigo Unico,CAM.DIG.PDC 640 SE,POLAROID,CAMARAS DIGITALES,
79819,R-00075092-G,NOKIA N100 AZU PROMOCION,NOKIA,CELULARES LIBRES,
79817,R-00075091-G,NOKIA N100 ROJ PROMOCION,NOKIA,CELULARES LIBRES,
79816,R-00067221-G,ALCA OT208 NEG PROM SMART,ALCATEL,CELULARES LIBRES,
79815,R-00077699-G,ALCA OT208 NEG PROM SMART,ALCATEL,CELULARES LIBRES,
79814,R-00076986-G,ALCA OT306 ROJ PROMO,ALCATEL,CELULARES LIBRES,
79813,R-00067221-G,ALCA OT208 PROM SMART,ALCATEL,CELULARES LIBRES,
79812,R-00076956-G,ALCA OT306 NEG PROMO,ALCATEL,CELULARES LIBRES,
79811,R-00076955-G,ALCA OT208 GRI PROMOCION,ALCATEL,CELULARES LIBRES,
7981,Sin Codigo Unico,CAM.DIG. PDC 320,POLAROID,CAMARAS DIGITALES,
79763,R-00079763-G,BLACBERRY 9790 NEG LIBRE,BLACKBERRY,CELULARES LIBRES,802975659418;
79757,R-00079757-G,ANAFE    4H FHM604 TC,SPAR FRANKE,ANAFE,7790672660802
79756,R-00079756-G,ANAFE-    FHM705 TC MOD,SPAR FRANKE,ANAFE,
79744,R-00075966-G,PROMO MFP AIO 120-1186LA,HP,ALL IN ONE,
79743,R-00075964-G,PROMO MFP AIO 120-1174LA,HP,ALL IN ONE,
79742,R-00075965-G,PROMO MFP AIO 120-1162LA,HP,ALL IN ONE,
79665,R-00079665-G,"IMAC 27"" MD095LE/A",APPLE,ALL IN ONE,885909585953;
79664,R-00079664-G,"MOD IMAC 21.5"" MD093LE/A",APPLE,ALL IN ONE,885909585250;
79656,R-00079656-G,AURI H340 USB HEADSET,LOGITECH,AURICULARES,097855089588;
79655,R-00043491-C,WEBCAM HD C525,LOGITECH,CAM VIDEOCONFERENCIA,
79638,R-00077477-G,PROMO MFP AIO 23-B037LA,HP,ALL IN ONE,
79637,R-00077933-G,PROMO MFP AIO 23-B030LA,HP,ALL IN ONE,
79636,R-00077934-G,PROMO MFP AIO 20-D003LA,HP,ALL IN ONE,
79635,R-00077932-G,PROMO MFP AIO 20-B004LA,HP,ALL IN ONE,
79633,R-00043682-C,COMBO BTSAIOC245 57310408,LENOVO,ALL IN ONE,
79623,R-00079623-G,LG OPTIMUS E400 L3 ROS LI,LG,CELULARES LIBRES,7798083387868;7798
79622,R-00079622-G,LG OPTIMUS E612 L5 BCO LI,LG,CELULARES LIBRES,7798083387769;
79616,R-00079616-G,AURI MDR-ZX600/WCU,SONY,AURICULARES,027242844599;
79615,R-00079615-G,AURI MDR-ZX600/RCU,SONY,AURICULARES,027242844582;
79614,R-00079614-G,AURI MDR-ZX600/HCU,SONY,AURICULARES,027242844605;
79613,R-00043962-C,AURI MDR-ZX300/RQU,SONY,AURICULARES,
79612,R-00079612-G,AURI MDR-ZX300/BQU,SONY,AURICULARES,027242801561;
79611,R-00079611-G,AURI MDR-XB200/VQU,SONY,AURICULARES,027242854444
79610,R-00079610-G,AURI MDR-XB200/PQU,SONY,AURICULARES,027242854451;
79609,R-00079609-G,AURI MDR-XB200/LQU,SONY,AURICULARES,027242850392;
79608,R-00079608-G,AURI MDR-XB200/DQU,SONY,AURICULARES,027242854437;
79593,R-00076201-G,AA.S    6800WFSAS24TUDA-P,SAMSUNG,ACOND.SPLIT,
79591,R-00079591-G,MOD C.DIG VPCS1422S SIL,SANYO,CAMARAS DIGITALES,7796962901464;
79576,R-00079576-G,MOD COMP. AIO 20-B052LA,HP,ALL IN ONE,2946140029601;
79575,R-00079575-G,MINOR PITCH BLK 04090623,URBANEARS,AURICULARES IPOINT,7340055306232;
79574,R-00079574-G,MOD AIO 20-B051LA,HP,ALL IN ONE,2946140029595;
